damage_fraction,damaged_element_score,strongest_competitor_element,strongest_competitor_score,exact_localization_margin,target_variance_coefficient,margin_variance_coefficient,shots_per_term_detection_80pct_power,shots_per_term_localization_80pct_power,nonidentity_measurement_settings_per_trial,total_shots_detection,total_shots_localization,localization_snr_at_100k_shots_per_term
0.02,0.002443219509163019,2,0.002055722384778423,0.00038749712438459604,10.056710279426008,19.034399141839998,13223263.076277,1272225452.5040102,648,8568674473.427497,824402093222.5986,0.028086582456166697
0.05,0.006166366584409563,2,0.0052188780215414185,0.0009474885628681443,9.882808194699289,18.878687697630177,2039996.2175822218,211050179.2812324,648,1321917548.9932797,136760516174.23859,0.06895854273883702
0.1,0.012509915556917712,2,0.010699188787319638,0.0018107267695980731,9.6122332866661,18.64930865640953,482084.55824588216,57084574.50436408,648,312390793.7433316,36990804278.82793,0.1325932921429841
0.2,0.02556573465717798,2,0.022393089059620445,0.003172645597557533,9.158056168890486,18.328578419051063,109975.11459185416,18274585.47272156,648,71263874.25552149,11841931386.323572,0.23434579798347105
