target_mode,beta,threshold,beta_over_threshold,target_overlap,recovered_mode,ground_value
3,0.1296407191752898,0.3660443835537594,0.3541666666666667,2.636598093866126e-31,1,0.15030798740619686
3,0.13345368150397477,0.3660443835537594,0.3645833333333333,1.4564845204428471e-31,1,0.15412094973488152
3,0.13726664383265977,0.3660443835537594,0.375,8.012350051136998e-31,1,0.15793391206356686
3,0.14107960616134477,0.3660443835537594,0.3854166666666667,2.7810428396951686e-31,1,0.1617468743922517
3,0.14489256849002977,0.3660443835537594,0.39583333333333337,4.930380657631324e-32,1,0.1655598367209368
3,0.14870553081871477,0.3660443835537594,0.40625,5.61601171783318e-31,1,0.16937279904962185
3,0.15251849314739974,0.3660443835537594,0.41666666666666663,2.6139202687709662e-30,1,0.17318576137830652
3,0.15633145547608474,0.3660443835537594,0.4270833333333333,6.48503945698931e-30,1,0.17699872370699168
3,0.16014441780476973,0.3660443835537594,0.4375,4.597242925500942e-30,1,0.18081168603567674
3,0.16395738013345473,0.3660443835537594,0.4479166666666667,1.0099769221361104e-29,1,0.18462464836436163
3,0.16777034246213973,0.3660443835537594,0.45833333333333337,6.916062578543174e-30,1,0.1884376106930469
3,0.17158330479082473,0.3660443835537594,0.46875000000000006,1.3169942293957406e-29,1,0.19225057302173165
3,0.1753962671195097,0.3660443835537594,0.47916666666666663,1.5863692358923223e-29,1,0.1960635353504168
3,0.1792092294481947,0.3660443835537594,0.4895833333333333,1.262177448353619e-29,1,0.1998764976791018
3,0.1830221917768797,0.3660443835537594,0.5,1.1325671779212189e-29,1,0.20368946000778665
3,0.1868351541055647,0.3660443835537594,0.5104166666666666,1.0321491906208684e-29,1,0.207502422336472
3,0.1906481164342497,0.3660443835537594,0.5208333333333334,1.5753336573109834e-29,1,0.21131538466515676
3,0.19446107876293467,0.3660443835537594,0.53125,1.8508186765561337e-29,1,0.2151283469938417
3,0.19827404109161967,0.3660443835537594,0.5416666666666666,1.7915963307662262e-29,1,0.21894130932252676
3,0.20208700342030467,0.3660443835537594,0.5520833333333334,1.3988077334333104e-29,1,0.22275427165121178
3,0.20589996574898967,0.3660443835537594,0.5625,1.7565251464789346e-29,1,0.2265672339798967
3,0.20971292807767467,0.3660443835537594,0.5729166666666667,1.456484520442847e-29,1,0.23038019630858184
3,0.21352589040635966,0.3660443835537594,0.5833333333333334,2.015529020224991e-29,1,0.23419315863726664
3,0.21733885273504464,0.3660443835537594,0.59375,1.8508186765561337e-29,1,0.23800612096595156
3,0.22115181506372963,0.3660443835537594,0.6041666666666666,2.5168485847489885e-29,1,0.2418190832946365
3,0.22496477739241463,0.3660443835537594,0.6145833333333334,2.1292359241416134e-29,1,0.2456320456233218
3,0.22877773972109963,0.3660443835537594,0.625,1.227900710168387e-29,1,0.249445007952007
3,0.23259070204978463,0.3660443835537594,0.6354166666666667,2.1292359241416134e-29,1,0.25325797028069186
3,0.2364036643784696,0.3660443835537594,0.6458333333333333,2.9218331334547365e-29,1,0.25707093260937636
3,0.2402166267071546,0.3660443835537594,0.65625,2.3390852508820467e-29,1,0.2608838949380615
3,0.2440295890358396,0.3660443835537594,0.6666666666666666,3.4135374927313807e-29,1,0.2646968572667465
3,0.2478425513645246,0.3660443835537594,0.6770833333333334,2.9218331334547365e-29,1,0.2685098195954318
3,0.2516555136932096,0.3660443835537594,0.6875,3.2691505248006696e-29,1,0.2723227819241168
3,0.2554684760218946,0.3660443835537594,0.6979166666666667,3.151211389831256e-29,1,0.2761357442528015
3,0.2592814383505796,0.3660443835537594,0.7083333333333334,3.6527235473496925e-29,1,0.2799487065814866
3,0.2630944006792646,0.3660443835537594,0.7187500000000001,4.931073992411303e-29,1,0.2837616689101717
3,0.26690736300794954,0.3660443835537594,0.7291666666666666,4.200241356414679e-29,1,0.2875746312388567
3,0.27072032533663454,0.3660443835537594,0.7395833333333333,5.689047796149205e-29,1,0.2913875935675415
3,0.27453328766531954,0.3660443835537594,0.75,5.636831020532006e-29,1,0.2952005558962264
3,0.27834624999400454,0.3660443835537594,0.7604166666666666,4.57709288345779e-29,1,0.2990135182249115
3,0.28215921232268953,0.3660443835537594,0.7708333333333334,4.2272669683592927e-29,1,0.3028264805535966
3,0.28597217465137453,0.3660443835537594,0.78125,5.512492983322366e-29,1,0.30663944288228173
3,0.28978513698005953,0.3660443835537594,0.7916666666666667,4.9018817092792537e-29,1,0.3104524052109666
3,0.29359809930874453,0.3660443835537594,0.8020833333333334,6.378684790635386e-29,1,0.31426536753965173
3,0.29741106163742953,0.3660443835537594,0.8125,8.905500062846579e-29,1,0.3180783298683366
3,0.30122402396611453,0.3660443835537594,0.8229166666666667,9.262610807959721e-29,1,0.3218912921970215
3,0.3050369862947995,0.3660443835537594,0.8333333333333333,1.212646863526354e-28,1,0.32570425452570656
3,0.30884994862348447,0.3660443835537594,0.8437499999999999,8.997410254617598e-29,1,0.32951721685439134
3,0.31266291095216947,0.3660443835537594,0.8541666666666666,1.2511534253519464e-28,1,0.3333301791830765
3,0.31647587328085447,0.3660443835537594,0.8645833333333333,1.912472027418344e-28,1,0.3371431415117614
3,0.32028883560953947,0.3660443835537594,0.875,1.7879028786153775e-28,1,0.3409561038404462
3,0.32410179793822447,0.3660443835537594,0.8854166666666666,2.4897825282755425e-28,1,0.34476906616913144
3,0.32791476026690947,0.3660443835537594,0.8958333333333334,2.2526490334954614e-28,1,0.3485820284978167
3,0.33172772259559447,0.3660443835537594,0.90625,3.1063324073021727e-28,1,0.3523949908265014
3,0.33554068492427946,0.3660443835537594,0.9166666666666667,4.161742016826378e-28,1,0.35620795315518666
3,0.33935364725296446,0.3660443835537594,0.9270833333333334,4.588320573551082e-28,1,0.3600209154838714
3,0.34316660958164946,0.3660443835537594,0.9375000000000001,7.349661149915169e-28,1,0.3638338778125566
3,0.3469795719103344,0.3660443835537594,0.9479166666666666,1.0713028167595262e-27,1,0.36764684014124144
3,0.3507925342390194,0.3660443835537594,0.9583333333333333,2.3377430703038032e-27,1,0.37145980246992644
3,0.3546054965677044,0.3660443835537594,0.96875,2.904605160471458e-27,1,0.37527276479861144
3,0.3584184588963894,0.3660443835537594,0.9791666666666666,5.960169428512351e-27,1,0.3790857271272967
3,0.3622314212250744,0.3660443835537594,0.9895833333333334,2.5401810382470703e-26,1,0.3828986894559814
3,0.3660443835537594,0.3660443835537594,1.0,0.46517774418210217,1,0.38671165178466604
3,0.3698573458824444,0.3660443835537594,1.0104166666666667,0.9999999999999993,3,0.3867116517846667
3,0.3736703082111294,0.3660443835537594,1.0208333333333333,0.9999999999999996,3,0.3867116517846666
3,0.3774832705398144,0.3660443835537594,1.03125,0.9999999999999996,3,0.3867116517846666
3,0.3812962328684994,0.3660443835537594,1.0416666666666667,1.0,3,0.38671165178466677
3,0.3851091951971844,0.3660443835537594,1.0520833333333335,0.9999999999999996,3,0.38671165178466677
3,0.38892215752586934,0.3660443835537594,1.0625,0.9999999999999996,3,0.38671165178466693
3,0.39273511985455434,0.3660443835537594,1.0729166666666665,0.9999999999999998,3,0.3867116517846665
3,0.39654808218323934,0.3660443835537594,1.0833333333333333,1.0,3,0.38671165178466693
3,0.40036104451192434,0.3660443835537594,1.09375,1.0000000000000004,3,0.3867116517846664
3,0.40417400684060933,0.3660443835537594,1.1041666666666667,0.9999999999999996,3,0.3867116517846668
3,0.40798696916929433,0.3660443835537594,1.1145833333333333,0.9999999999999996,3,0.3867116517846665
3,0.41179993149797933,0.3660443835537594,1.125,0.9999999999999998,3,0.3867116517846664
3,0.41561289382666433,0.3660443835537594,1.1354166666666667,0.9999999999999998,3,0.3867116517846665
3,0.41942585615534933,0.3660443835537594,1.1458333333333335,0.9999999999999996,3,0.3867116517846667
3,0.42323881848403433,0.3660443835537594,1.15625,1.0,3,0.3867116517846667
3,0.42705178081271933,0.3660443835537594,1.1666666666666667,0.9999999999999998,3,0.3867116517846666
3,0.43086474314140427,0.3660443835537594,1.1770833333333333,1.0,3,0.3867116517846667
3,0.43467770547008927,0.3660443835537594,1.1875,0.9999999999999998,3,0.3867116517846666
3,0.43849066779877427,0.3660443835537594,1.1979166666666667,0.9999999999999996,3,0.3867116517846667
3,0.44230363012745927,0.3660443835537594,1.2083333333333333,0.9999999999999998,3,0.3867116517846666
3,0.44611659245614427,0.3660443835537594,1.21875,1.0000000000000004,3,0.3867116517846665
3,0.44992955478482927,0.3660443835537594,1.2291666666666667,0.9999999999999998,3,0.3867116517846666
3,0.45374251711351427,0.3660443835537594,1.2395833333333333,0.9999999999999996,3,0.3867116517846664
3,0.45755547944219926,0.3660443835537594,1.25,0.9999999999999996,3,0.3867116517846664
4,0.0,0.6317154207284907,0.0,9.321500930834222e-32,1,0.020667268230907254
4,0.006580368965921779,0.6317154207284907,0.010416666666666668,2.7733391199176196e-32,1,0.027247637196828878
4,0.013160737931843558,0.6317154207284907,0.020833333333333336,1.925929944387236e-34,1,0.0338280061627505
4,0.019741106897765336,0.6317154207284907,0.03125,2.3303752327085554e-32,1,0.04040837512867257
4,0.026321475863687115,0.6317154207284907,0.04166666666666667,9.437056727497456e-33,1,0.046988744094594415
4,0.032901844829608895,0.6317154207284907,0.052083333333333336,1.0188169405808478e-31,1,0.05356911306051648
4,0.03948221379553067,0.6317154207284907,0.0625,1.925929944387236e-34,1,0.060149482026437884
4,0.046062582761452454,0.6317154207284907,0.07291666666666667,1.9721522630525295e-31,1,0.06672985099235973
4,0.05264295172737423,0.6317154207284907,0.08333333333333334,3.2374882365149435e-31,1,0.07331021995828169
4,0.05922332069329601,0.6317154207284907,0.09375,1.8508186765561337e-31,1,0.07989058892420342
4,0.06580368965921779,0.6317154207284907,0.10416666666666667,3.0814879110195774e-33,1,0.08647095789012504
4,0.07238405862513957,0.6317154207284907,0.11458333333333334,1.7333369499485123e-33,1,0.09305132685604689
4,0.07896442759106134,0.6317154207284907,0.125,4.3333423748712807e-32,1,0.09963169582196843
4,0.08554479655698312,0.6317154207284907,0.13541666666666666,1.404002929458295e-31,1,0.10621206478789014
4,0.09212516552290491,0.6317154207284907,0.14583333333333334,7.703719777548943e-34,1,0.11279243375381193
4,0.09870553448882669,0.6317154207284907,0.15625,7.703719777548943e-34,1,0.1193728027197338
4,0.10528590345474846,0.6317154207284907,0.16666666666666669,7.703719777548943e-32,1,0.12595317168565554
4,0.11186627242067024,0.6317154207284907,0.17708333333333334,6.933347799794049e-33,1,0.13253354065157727
4,0.11844664138659201,0.6317154207284907,0.1875,6.933347799794049e-33,1,0.13911390961749906
4,0.1250270103525138,0.6317154207284907,0.19791666666666666,7.703719777548943e-34,1,0.14569427858342096
4,0.13160737931843558,0.6317154207284907,0.20833333333333334,3.0814879110195774e-33,1,0.1522746475493427
4,0.13818774828435734,0.6317154207284907,0.21875,6.240013019814644e-32,1,0.15885501651526443
4,0.14476811725027913,0.6317154207284907,0.22916666666666669,3.0814879110195774e-33,1,0.16543538548118622
4,0.15134848621620092,0.6317154207284907,0.23958333333333337,1.3019286424057714e-31,1,0.17201575444710795
4,0.15792885518212268,0.6317154207284907,0.25,3.397340421899084e-31,1,0.17859612341302986
4,0.16450922414804448,0.6317154207284907,0.2604166666666667,7.703719777548943e-32,1,0.1851764923789513
4,0.17108959311396624,0.6317154207284907,0.2708333333333333,1.2037062152420224e-31,1,0.1917568613448733
4,0.17766996207988803,0.6317154207284907,0.28125,7.703719777548943e-32,1,0.19833723031079525
4,0.18425033104580982,0.6317154207284907,0.2916666666666667,1.232595164407831e-32,1,0.2049175992767167
4,0.19083070001173158,0.6317154207284907,0.3020833333333333,3.774822690998982e-32,1,0.21149796824263867
4,0.19741106897765337,0.6317154207284907,0.3125,1.232595164407831e-32,1,0.21807833720856062
4,0.20399143794357513,0.6317154207284907,0.3229166666666667,3.2548216060144286e-32,1,0.22465870617448214
4,0.21057180690949692,0.6317154207284907,0.33333333333333337,3.2548216060144286e-32,1,0.23123907514040387
4,0.2171521758754187,0.6317154207284907,0.34375000000000006,1.509929076399593e-31,1,0.23781944410632583
4,0.22373254484134047,0.6317154207284907,0.3541666666666667,1.2037062152420224e-31,1,0.24439981307224737
